FIPS,STATE,COUNTY,GEN_VAX_RATE,COUN_VAX_RATE,COMP_RATE_18UP,COMP_RATE_65UP,BOOSTER_RATE,BOOSTER_RATE_18UP,BOOSTER_RATE_65UP,SVI,IS_METRO,POP,POP_18UP,POP_65UP
48309,TX,McLennan County,99,51.2,61.7,80.1,35.0,37.6,59.3,D,1,256623,193711,37728
12051,FL,Hendry County,98.6,48.9,61,85.3,25.9,27.9,45.8,D,0,42022,30800,5779
13033,GA,Burke County,89.6,56.5,69.3,94.7,31.0,33.5,50.2,D,1,22383,16641,3575
21087,KY,Green County,94,43.4,51.7,70.1,41.7,43.7,62.9,C,0,10941,8693,2307
48107,TX,Crosby County,99,43.9,55.8,75.3,39.4,41.6,64.0,D,1,5737,4242,1085
39043,OH,Erie County,98.6,58.9,69,88.2,55.1,58.0,78.2,B,0,74266,59282,16748
13045,GA,Carroll County,89.6,37.5,46.1,75,34.6,36.4,54.7,D,1,119992,91687,16597
37039,NC,Cherokee County,96.9,56.3,65.7,90.1,34.7,35.5,45.4,B,0,28612,23877,8723
29025,MO,Caldwell County,91.3,39,47.5,69.1,42.6,45.0,63.3,B,1,9020,6923,1811
48433,TX,Stonewall County,99,40.1,50.4,67.9,36.2,36.7,56.7,B,0,1350,1047,361
19101,IA,Jefferson County,97.4,47.8,53.1,73.2,51.8,54.5,76.4,B,0,18295,15472,4339
17167,IL,Sangamon County,98.4,64.5,74.2,89.2,52.6,56.8,79.0,B,1,194672,151706,35833
47133,TN,Overton County,97.8,35.3,43.2,66.8,46.2,47.7,66.0,B,0,22241,17511,4594
06071,CA,San Bernardino County,97.5,57.3,68.7,83.6,42.9,46.7,66.6,D,1,2180085,1610447,260520
31047,NE,Dawson County,90.6,48.4,59.2,56.1,43.3,47.8,95.0,D,0,23595,17203,4050
28041,MS,Greene County,98.1,36.9,43.8,57.9,37.1,38.6,59.1,C,0,13586,10966,2074
51775,VA,Salem city,0,0,0,0,0.0,0.0,0.0,B,1,25301,20372,4810
39105,OH,Meigs County,98.6,46.4,55.1,76.1,40.7,42.7,57.6,C,0,22907,18084,4682
05095,AR,Monroe County,90.5,55.2,64.1,72.3,36.3,38.6,55.8,D,0,6701,5328,1612
30009,MT,Carbon County,95.8,46.8,53.8,69.8,51.4,53.3,68.4,A,1,10725,8905,2871
13057,GA,Cherokee County,89.6,49.2,59.4,85.5,38.7,41.1,56.3,A,1,258773,196911,37583
13055,GA,Chattooga County,89.6,37.7,46.4,70.8,34.5,35.7,51.6,D,0,24789,19248,4369
05041,AR,Desha County,90.5,59.6,71.7,87.3,37.8,41.5,63.7,D,0,11361,8491,2227
48225,TX,Houston County,99,41.9,50.3,63.9,41.1,42.5,53.9,D,0,22968,18428,5176
28031,MS,Covington County,98.1,51,63,87.9,34.0,36.2,58.7,D,0,18636,14079,3200
32033,NV,White Pine County,94.9,53.1,63,81.4,38.3,40.2,60.1,B,0,9580,7638,1754
13025,GA,Brantley County,89.6,25.9,32.4,50.5,26.4,27.4,40.6,C,1,19109,14683,3283
53019,WA,Ferry County,96,55.7,61,71.9,48.9,51.9,68.2,D,0,7627,6373,2154
24029,MD,Kent County,98.2,66.9,74.1,94.1,58.1,61.0,76.2,B,0,19422,16423,5264
48227,TX,Howard County,99,37.5,45.7,62.9,23.5,24.4,46.1,D,0,36664,28652,4813
50005,VT,Caledonia County,73.6,36.3,39.9,48.1,54.2,57.9,72.4,B,0,29993,24255,6616
72093,PR,Maricao Municipio,95.9,70.9,72.8,68.9,58.0,62.2,69.2,D,0,5430,4468,1201
28053,MS,Humphreys County,98.1,58.1,69.3,83.1,37.2,41.5,62.4,D,0,8064,5964,1428
20101,KS,Lane County,93.6,42.6,52,74.8,51.5,53.8,71.5,A,0,1535,1198,361
36023,NY,Cortland County,97.6,59,66,87,55.8,59.6,76.3,B,0,47581,38456,8035
53037,WA,Kittitas County,96,53.6,59.8,85.9,48.3,50.7,70.0,B,0,47935,39869,8030
55003,WI,Ashland County,96.9,71,80.8,95,53.5,58.8,77.3,C,0,15562,12135,3151
48415,TX,Scurry County,99,46.9,57.6,77.9,34.0,36.4,54.0,C,0,16703,12560,2566
47145,TN,Roane County,97.8,44.2,51.8,67.3,46.2,47.9,68.7,B,1,53382,43445,12366
19195,IA,Worth County,97.4,51.8,61.1,86.4,55.7,58.9,81.6,A,0,7381,5851,1545
13023,GA,Bleckley County,89.6,36.2,42.9,67.8,33.5,35.1,52.7,C,0,12873,10302,2206
22027,LA,Claiborne Parish,96.8,40.6,46.8,68.3,42.1,44.0,62.1,D,0,15670,12911,3056
29039,MO,Cedar County,91.3,31.8,40.3,58.5,45.8,47.4,65.8,C,0,14349,10894,3403
16055,ID,Kootenai County,97.8,45.9,55.1,81.8,41.7,44.9,62.4,A,1,165697,128218,32193
28021,MS,Claiborne County,98.1,54.5,60.1,80.8,39.8,45.1,68.8,D,0,8988,7106,1499
40125,OK,Pottawatomie County,93.8,48.1,57.7,80.7,35.1,37.4,61.7,D,0,72592,55626,12052
39115,OH,Morgan County,98.6,42.1,50.3,70.4,51.6,53.8,72.6,C,0,14508,11521,3175
08027,CO,Custer County,97.1,48.2,54.5,76.7,61.2,62.4,73.2,A,0,5068,4371,1673
18033,IN,DeKalb County,98.6,42.2,52.1,81,44.3,46.4,65.1,A,0,43475,33023,7200
13007,GA,Baker County,89.6,51.3,59.7,62.4,32.2,33.9,57.0,C,1,3038,2447,719
26049,MI,Genesee County,95.5,50.4,60.2,82,52.0,54.7,73.2,C,1,405813,315340,72921
02164,AK,Lake and Peninsula Borough,97.6,57.1,66.7,74.9,56.1,60.6,93.4,D,0,1592,1136,183
24009,MD,Calvert County,98.2,70.4,79.3,95,49.8,55.0,77.3,A,1,92525,71215,14321
18111,IN,Newton County,98.6,31.7,37.9,57.1,41.6,43.2,56.3,B,1,13984,11065,2818
13265,GA,Taliaferro County,89.6,50.1,57.5,65.7,43.4,44.9,62.2,D,0,1537,1278,431
24019,MD,Dorchester County,98.2,58.4,69,84.7,49.9,52.6,72.6,D,0,31929,25219,7063
08055,CO,Huerfano County,97.1,53.8,61.3,77.2,53.4,55.3,66.2,C,0,6897,5787,2216
33007,NH,Coos County,94.1,65.8,72.6,85.6,36.7,38.8,51.6,C,0,31563,26491,7646
37017,NC,Bladen County,96.9,62.6,72,76.8,20.2,21.7,39.3,D,0,32722,26077,7459
29133,MO,Mississippi County,91.3,42.8,52,74.4,36.7,37.9,49.4,D,0,13180,10436,2393
27157,MN,Wabasha County,94.6,73.1,84.7,95,52.5,56.3,67.4,A,1,21627,16950,4879
72117,PR,Rincon Municipio,95.9,76.1,79.5,76,46.8,49.1,55.5,A,1,13656,11516,3482
45073,SC,Oconee County,93.1,44.8,52.8,76.8,44.2,46.1,64.4,C,0,79546,63765,18743
08041,CO,El Paso County,97.1,63.8,75.2,90.5,40.0,43.0,68.6,B,1,720403,548773,95178
08021,CO,Conejos County,97.1,49.1,58.9,79.7,50.6,55.1,69.9,D,0,8205,6141,1633
45045,SC,Greenville County,93.1,55,64.6,84.9,41.0,44.0,65.0,C,1,523542,403569,84528
16065,ID,Madison County,97.8,54.1,67.8,90.7,22.1,24.0,59.7,B,0,39907,29212,2829
41057,OR,Tillamook County,97.8,64.1,73.4,88.5,54.6,57.6,76.4,C,0,27036,21952,7140
53011,WA,Clark County,96,64.1,74.3,92.5,50.5,54.5,75.1,B,1,488241,373555,77942
06065,CA,Riverside County,97.5,58.3,68.8,83.3,43.9,47.8,66.4,D,1,2470546,1856392,365942
08047,CO,Gilpin County,97.1,57.8,62.7,86.4,57.0,59.6,71.5,A,1,6243,5333,1112
17183,IL,Vermilion County,98.4,45.4,56,77.6,45.6,47.6,68.0,D,1,75758,58078,15028
54081,WV,Raleigh County,97.2,53.6,63.5,80.5,40.9,42.8,61.2,D,1,73361,58151,15550
54011,WV,Cabell County,97.2,59.9,68,83.1,46.9,50.2,68.5,C,1,91945,73869,17866
13235,GA,Pulaski County,89.6,36.9,42.7,53.1,38.0,39.8,57.5,D,1,11137,9128,2550
51530,VA,Buena Vista city,0,0,0,0,0.0,0.0,0.0,B,0,6478,5161,1269
02188,AK,Northwest Arctic Borough,97.6,60,75.8,89,50.1,58.1,77.6,D,0,7621,4862,557
37055,NC,Dare County,96.9,74.5,85.3,95,28.0,29.4,42.5,A,0,37009,30088,8201
41019,OR,Douglas County,97.8,52.4,61.7,77.6,43.6,45.1,61.6,C,0,110980,89613,29193
35053,NM,Socorro County,97,68.1,77.8,82,50.6,55.5,71.0,D,0,16637,12945,3336
29175,MO,Randolph County,91.3,37.8,45.6,70.4,37.7,39.3,58.8,C,0,24748,19403,4249
UNK,WY,Unknown County,97.1,0,0,0,43.1,44.0,94.9,,,,,
18017,IN,Cass County,98.6,45.2,54.7,75.1,40.3,42.1,63.9,C,0,37689,29067,6889
31163,NE,Sherman County,90.6,39.3,46.9,61.4,65.4,68.8,89.4,A,0,3001,2361,842
26135,MI,Oscoda County,95.5,41.8,50.6,75.1,54.4,55.3,66.9,C,0,8241,6646,2275
13239,GA,Quitman County,89.6,32.9,38.2,48.4,32.7,34.3,39.9,D,0,2299,1869,705
40043,OK,Dewey County,93.8,25.1,33.2,60.4,45.4,46.8,62.3,A,0,4891,3553,888
72081,PR,Lares Municipio,95.9,93.8,95,95,54.4,57.8,64.8,D,1,24276,19987,5231
51027,VA,Buchanan County,79.3,47.5,54.5,68.4,35.7,37.2,48.8,D,0,21004,17365,4844
42039,PA,Crawford County,94.7,48.8,57.5,78.2,45.5,47.8,63.3,C,0,84629,67333,17963
37171,NC,Surry County,96.9,51.3,60.5,80,27.6,29.0,37.9,C,0,71783,56811,14964
01065,AL,Hale County,92.4,61,72.8,84.4,39.9,42.7,62.7,D,1,14651,11279,2885
54087,WV,Roane County,97.2,47.9,55.3,73,45.1,47.6,63.0,C,0,13688,10907,3120
27069,MN,Kittson County,94.6,58.9,69.3,87.6,54.6,57.7,71.5,A,0,4298,3351,1069
06087,CA,Santa Cruz County,97.5,77.8,84.4,95,55.7,60.5,75.0,C,1,273213,221314,47217
48021,TX,Bastrop County,99,57.2,69.2,77.9,35.1,38.0,59.3,C,1,88723,66216,13865
31055,NE,Douglas County,90.6,65.7,76.1,91.6,50.1,55.4,74.8,B,1,571327,425640,76770
22097,LA,St. Landry Parish,96.8,41.3,51.1,66.4,40.2,43.4,71.1,D,0,82124,60364,13639
31145,NE,Red Willow County,90.6,36.8,44.7,60.5,59.3,62.4,92.1,A,0,10724,8346,2259
31165,NE,Sioux County,90.6,24.7,28.6,37.4,56.9,59.4,73.7,A,0,1166,964,356
41021,OR,Gilliam County,97.8,44.7,51.9,65.9,54.0,57.2,72.1,C,0,1912,1547,528
31025,NE,Cass County,90.6,61.1,71.1,91.7,50.2,54.4,71.5,A,1,26248,20092,4756
05079,AR,Lincoln County,90.5,35.1,38.9,66.9,37.1,39.4,63.4,D,1,13024,10905,2070
72131,PR,San Sebastian Municipio,95.9,87.2,91.6,93.5,57.7,61.0,68.1,D,1,35528,29221,8566
36007,NY,Broome County,97.6,63.3,71.3,87.1,55.0,58.9,76.6,C,1,190488,153683,36980
21031,KY,Butler County,94,45,54.8,71.2,41.5,43.5,65.2,D,1,12879,9959,2426
29079,MO,Grundy County,91.3,35.1,44,62.2,42.6,44.3,65.3,C,0,9850,7480,2203
17061,IL,Greene County,98.4,43.9,52.7,74,44.7,46.7,68.5,A,0,12969,10200,2598
05053,AR,Grant County,90.5,45.5,54.3,70.1,36.9,38.9,59.5,B,1,18265,14245,3372
55117,WI,Sheboygan County,96.9,62,71.6,91.7,54.2,58.4,81.4,A,1,115340,90111,21394
30021,MT,Dawson County,95.8,37.5,46.3,72.2,49.1,50.4,68.0,A,0,8613,6772,1759
72051,PR,Dorado Municipio,95.9,76,81.1,84.3,47.9,51.1,56.1,A,1,36141,28952,6530
45023,SC,Chester County,93.1,45.8,55,77.5,41.9,44.3,66.2,C,1,32244,25033,6184
22127,LA,Winn Parish,96.8,46.8,56.8,70.6,28.3,29.2,54.0,D,0,13904,11040,2657
38047,ND,Logan County,92.6,37,46.5,73.8,47.3,48.5,61.4,A,0,1850,1433,492
19033,IA,Cerro Gordo County,97.4,62.7,73.3,91.5,53.5,56.8,79.4,A,0,42450,33623,9484
13131,GA,Grady County,89.6,43.6,53.3,72.1,33.0,35.4,52.8,D,0,24633,18531,4563
16077,ID,Power County,97.8,51.3,65.3,81.2,38.9,43.9,72.6,C,0,7681,5333,1203
42125,PA,Washington County,94.7,63.3,71.7,88.8,45.8,48.9,66.4,A,1,206865,166709,43541
55133,WI,Waukesha County,96.9,69.6,78.5,94.9,56.3,61.2,80.3,A,1,404198,318146,77551
39001,OH,Adams County,98.6,34.6,42.9,65.9,40.9,42.8,58.9,D,0,27698,21111,5112
18063,IN,Hendricks County,98.6,71.4,83.7,95,44.6,48.3,68.3,A,1,170311,128279,24197
18013,IN,Brown County,98.6,50.4,57.7,73.4,49.6,51.5,69.2,A,1,15092,12486,3833
17133,IL,Monroe County,98.4,62.1,71.2,92,49.8,54.2,78.1,A,1,34637,27007,6360
21137,KY,Lincoln County,94,40.6,49.3,68.7,40.6,43.4,60.5,C,0,24549,18735,4616
37059,NC,Davie County,96.9,56.2,64.8,82.2,27.6,29.4,39.5,B,1,42846,33901,9279
24017,MD,Charles County,98.2,69.4,79.6,95,43.4,47.5,70.6,A,1,163257,124396,21007
17043,IL,DuPage County,98.4,76.7,85.2,94.9,55.1,61.0,81.6,A,1,922921,715343,148998
21049,KY,Clark County,94,54.1,63.6,76.4,44.0,47.0,68.4,C,1,36263,28215,6609
53005,WA,Benton County,96,56.1,68.5,84.7,45.5,49.2,74.5,C,1,204390,150118,31460
48395,TX,Robertson County,99,44.2,54,71.6,36.7,38.8,58.6,D,1,17074,13074,3412
47165,TN,Sumner County,97.8,47.6,57.1,77.6,43.7,46.6,67.9,A,1,191283,146577,31047
31091,NE,Hooker County,90.6,41.9,50.8,71.1,66.4,68.2,82.0,A,0,682,539,211
51081,VA,Greensville County,79.3,36,41.8,63,15.9,16.2,10.7,D,0,11336,9475,1734
26115,MI,Monroe County,95.5,56.4,66.4,87.8,44.9,47.1,62.0,A,1,150500,118767,28228
28011,MS,Bolivar County,98.1,58.4,70.6,93.5,36.9,39.6,59.7,D,0,30628,23145,4997
27061,MN,Itasca County,94.6,56.2,65.1,84.2,60.0,64.0,82.3,B,0,45130,35785,10878
24039,MD,Somerset County,98.2,50.6,57.6,83.3,49.9,52.1,73.1,D,1,25616,21284,4436
27031,MN,Cook County,94.6,80,86.5,95,62.3,66.5,81.7,A,0,5463,4639,1601
40045,OK,Ellis County,93.8,34.7,43.6,69.1,41.2,42.0,57.8,B,0,3859,2981,895
28103,MS,Noxubee County,98.1,54.8,67.2,91.1,42.1,45.2,69.2,D,0,10417,7862,1733
28091,MS,Marion County,98.1,45.8,55.3,74,35.2,37.3,60.5,D,0,24573,18960,4753
47041,TN,DeKalb County,97.8,41,50.3,73.9,43.2,44.5,65.7,B,0,20490,16088,3855
54015,WV,Clay County,97.2,55.6,65.2,91.7,48.6,51.6,67.2,C,1,8508,6623,1802
26037,MI,Clinton County,95.5,57.2,66.9,84.2,60.5,63.7,82.6,A,1,79595,62005,13894
38003,ND,Barnes County,92.6,56.8,65.1,79.6,47.5,51.2,70.0,A,0,10415,8376,2420
20107,KS,Linn County,93.6,35.1,42.8,59.7,45.4,46.8,59.7,B,1,9703,7584,2237
18027,IN,Daviess County,98.6,32.9,44.3,69.8,38.4,40.0,60.8,C,0,33351,23504,5147
12003,FL,Baker County,98.6,36.1,45,73.8,27.7,28.9,50.3,C,1,29210,22239,4117
20179,KS,Sheridan County,93.6,35.2,44.4,62,49.4,51.7,66.8,A,0,2521,1905,598
45067,SC,Marion County,93.1,48.5,57.5,73.4,41.0,44.0,66.8,D,0,30657,23752,6352
56005,WY,Campbell County,97.1,30.7,39.7,72.7,33.3,35.0,57.4,B,0,46341,33768,4969
27025,MN,Chisago County,94.6,57,67,95,51.7,55.4,71.3,A,1,56579,43741,8941
02150,AK,Kodiak Island Borough,97.6,64.7,75.9,93,46.3,51.1,78.9,C,0,12998,9757,1476
39119,OH,Muskingum County,98.6,48.2,58.3,84.5,49.9,52.5,73.2,C,0,86215,66777,15699
46077,SD,Kingsbury County,96.7,66.6,81.7,95,50.1,52.6,69.8,A,0,4939,3778,1160
21189,KY,Owsley County,94,47.2,56.4,72.7,35.2,37.6,52.7,D,0,4415,3413,882
28049,MS,Hinds County,98.1,57.5,67.5,89.1,40.6,44.4,69.0,D,1,231840,176521,34266
51740,VA,Portsmouth city,79.3,49.8,60.2,75.5,26.0,27.5,48.1,D,1,94398,72608,14292
48459,TX,Upshur County,99,33.8,41.9,63,35.8,37.6,57.6,C,1,41753,31821,7825
UNK,OK,Unknown County,93.8,0,0,0,28.5,29.4,61.6,,,,,
51193,VA,Westmoreland County,79.3,45.3,53.8,70,16.8,17.3,23.1,B,0,18015,14570,4619
46099,SD,Minnehaha County,96.7,65.8,78.4,95,40.4,43.9,62.3,B,1,193134,144430,26041
05143,AR,Washington County,90.5,55.1,63,81.5,38.7,43.0,64.8,C,1,239187,181437,28919
37007,NC,Anson County,96.9,45.9,53.9,73.6,32.9,34.5,51.2,D,0,24446,19608,4730
21055,KY,Crittenden County,94,40.8,49.5,67.9,40.7,42.5,61.5,B,0,8806,6865,1880
36055,NY,Monroe County,97.6,71.9,80.6,92.2,58.8,63.5,80.4,C,1,741770,588835,132495
19079,IA,Hamilton County,97.4,63.1,75,90.1,53.6,57.5,81.6,A,0,14773,11411,3097
19159,IA,Ringgold County,97.4,52.1,62.3,85.5,67.7,71.2,88.1,A,0,4894,3777,1214
36119,NY,Westchester County,97.6,79.7,87.8,89.9,44.6,48.7,60.1,C,1,967506,757224,168511
12131,FL,Walton County,98.6,48.8,58.2,81.2,38.1,39.7,57.8,C,1,74071,58987,14977
36075,NY,Oswego County,97.6,59,67.4,85.8,56.1,60.0,81.4,C,1,117124,92646,19686
06019,CA,Fresno County,97.5,60.4,73.2,87.6,43.5,48.2,68.4,D,1,999101,717248,125435
29117,MO,Livingston County,91.3,42.7,51.8,76.9,42.9,44.2,68.2,B,0,15227,12025,2971
02240,AK,Southeast Fairbanks Census Area,97.6,40.3,50.1,67.6,36.6,38.3,65.2,C,0,6893,5175,1078
54061,WV,Monongalia County,97.2,58.2,63,83.3,47.0,50.0,74.6,B,1,105612,88358,13964
02110,AK,Juneau City and Borough,97.6,76.3,84.6,95,53.5,58.5,81.5,B,0,31974,25225,4461
05045,AR,Faulkner County,90.5,50.9,58.7,83.8,39.1,42.7,68.3,B,1,126007,97276,16195
21221,KY,Trigg County,94,46.6,56.4,75.8,43.2,44.9,63.5,B,1,14651,11548,3394
37129,NC,New Hanover County,96.9,62.4,69.6,88.3,25.4,27.0,36.4,B,1,234473,191812,43147
26075,MI,Jackson County,95.5,52.2,61.9,85.7,52.4,55.0,73.2,C,1,158510,124689,28952
19063,IA,Emmet County,97.4,52,61.3,83.3,49.0,51.5,71.0,B,0,9208,7337,1989
05081,AR,Little River County,90.5,39.3,48.3,70.1,32.4,33.8,49.1,C,1,12259,9507,2567
12011,FL,Broward County,98.6,70.6,81,90.9,37.7,40.5,60.5,C,1,1952778,1542553,334596
29013,MO,Bates County,91.3,38.5,47.3,68.7,42.5,44.6,65.4,B,1,16172,12452,3165
47107,TN,McMinn County,97.8,39.8,48.3,71.3,42.8,44.3,64.1,C,0,53794,42388,10701
31157,NE,Scotts Bluff County,90.6,41.3,50,61.3,52.7,57.0,88.9,C,0,35618,26803,6988
48085,TX,Collin County,99,66.7,77.6,88.7,40.0,44.0,63.4,A,1,1034730,769461,116575
51077,VA,Grayson County,79.3,40.5,47,59,30.4,31.2,41.4,C,0,15550,12990,3938
46039,SD,Deuel County,96.7,46.2,56.7,79.6,43.1,45.3,61.5,A,0,4351,3348,959
19175,IA,Union County,97.4,51,61.2,85.6,56.3,59.6,79.2,B,0,12241,9514,2573
01051,AL,Elmore County,92.4,45.9,55.6,85.1,31.7,33.2,51.7,C,1,81209,63080,12657
17173,IL,Shelby County,98.4,41.8,50.8,69.2,49.4,51.1,71.1,A,0,21634,17073,5014
40029,OK,Coal County,93.8,40.4,50.8,67.3,38.5,39.8,59.3,D,0,5495,4193,1153
20189,KS,Stevens County,93.6,38.2,48.4,60.5,38.9,42.1,62.6,C,0,5485,3944,915
40147,OK,Washington County,93.8,43.2,52,70.8,38.2,40.7,58.0,B,0,51527,39275,10187
51033,VA,Caroline County,79.3,42.2,51.4,70.7,12.7,13.2,21.0,B,1,30725,23718,5206
42021,PA,Cambria County,94.7,55.6,64.5,84.2,47.7,50.1,66.8,B,1,130192,105298,30242
25013,MA,Hampden County,89.9,64.9,73.7,85.4,45.5,49.2,68.4,D,1,466372,366882,80807
51021,VA,Bland County,79.3,38.7,44.2,62.8,11.8,12.1,16.2,B,0,6280,5341,1484
19135,IA,Monroe County,97.4,46.1,56.7,84,52.9,55.1,74.9,B,0,7707,5936,1564
30107,MT,Wheatland County,95.8,35.7,44.5,66.7,49.5,50.4,61.2,C,0,2126,1673,541
31041,NE,Custer County,90.6,37.8,47.5,69.6,49.6,51.6,66.5,A,0,10777,8177,2451
27173,MN,Yellow Medicine County,94.6,56.4,68.1,95,52.7,55.6,70.1,B,0,9709,7466,2020
38025,ND,Dunn County,92.6,24.3,31.3,53.9,37.9,39.3,58.4,A,0,4424,3314,714
36017,NY,Chenango County,97.6,60.7,70.1,84.9,54.1,57.7,75.8,C,0,47207,37490,9850
72129,PR,San Lorenzo Municipio,95.9,76.9,80.7,81.8,51.5,54.3,58.5,B,1,35989,29687,7153
20045,KS,Douglas County,93.6,60.8,65.8,95,48.0,51.9,62.3,A,1,122259,100233,15678
40047,OK,Garfield County,93.8,49.8,62.3,82.6,33.1,35.2,61.6,C,0,61056,45374,10055
48111,TX,Dallam County,99,43.9,60.9,71.9,26.8,28.1,45.9,C,0,7287,4962,857
45085,SC,Sumter County,93.1,56.5,68.4,85.8,32.3,34.6,59.2,D,1,106721,81359,17988
55105,WI,Rock County,96.9,68.7,80.4,95,52.2,56.1,74.6,B,1,163354,125952,27898
51620,VA,Franklin city,0,0,0,0,0.0,0.0,0.0,C,0,7967,5897,1519
UNK,WA,Unknown County,96,0,0,0,20.5,21.1,40.1,,,,,
53067,WA,Thurston County,96,68.6,77.1,92.8,50.9,55.1,75.4,B,1,290536,228828,51871
30091,MT,Sheridan County,95.8,48.2,58.3,91.4,56.4,58.8,74.4,A,0,3309,2619,770
46015,SD,Brule County,96.7,54.9,67.1,85.4,33.8,36.5,55.2,C,0,5297,3932,1044
36027,NY,Dutchess County,97.6,69.5,77,89,50.7,54.3,70.0,B,1,294218,239328,53399
55139,WI,Winnebago County,96.9,60.8,68.7,90.3,57.3,61.9,84.0,A,1,171907,136902,28908
34011,NJ,Cumberland County,93.9,51.8,61.1,68,47.0,51.0,79.4,D,1,149527,114047,23392
48359,TX,Oldham County,99,35.3,43,79.7,28.5,30.4,42.1,B,1,2112,1618,316
20015,KS,Butler County,93.6,48.3,58.1,76.5,41.2,44.4,65.8,B,1,66911,49932,10502
29031,MO,Cape Girardeau County,91.3,48.5,57.6,83.2,41.1,43.3,66.1,B,1,78871,62050,13503
36085,NY,Richmond County,97.6,73.4,84.7,89,40.7,43.9,64.1,B,1,476143,372457,79301
08077,CO,Mesa County,97.1,49.5,58,83.5,52.8,55.8,70.0,C,1,154210,121401,30368
37109,NC,Lincoln County,96.9,47.9,56.3,79.9,22.5,23.8,31.1,B,1,86111,67981,15456
31183,NE,Wheeler County,90.6,31.3,36.8,43,55.1,57.9,84.4,A,0,783,633,223
27083,MN,Lyon County,94.6,56.2,68.3,94.6,49.0,53.2,76.6,B,0,25474,18920,4192
13097,GA,Douglas County,89.6,45.9,55.5,76.9,35.4,38.1,55.2,C,1,146343,108767,17366
31179,NE,Wayne County,90.6,41.3,46.2,58,57.4,62.5,95.0,A,0,9385,7543,1566
36021,NY,Columbia County,97.6,73.7,80.7,88,50.8,54.2,66.8,B,0,59461,49375,14500
13065,GA,Clinch County,89.6,39.7,50.8,69.1,25.1,26.0,40.8,D,0,6618,4958,1110
UNK,NC,Unknown County,96.9,0,0,0,61.5,65.5,95.0,,,,,
40063,OK,Hughes County,93.8,45.3,54.6,76.6,34.8,36.6,57.1,D,0,13279,10386,2519
72101,PR,Morovis Municipio,95.9,72.3,75.7,78.2,54.2,57.7,65.8,C,1,30335,24499,5126
12015,FL,Charlotte County,98.6,64.8,71.2,87.6,45.5,46.7,55.7,B,1,188910,166579,77072
21231,KY,Wayne County,94,41.6,49.4,58,40.3,42.2,63.7,C,0,20333,16211,4433
37195,NC,Wilson County,96.9,53.2,63.2,80.6,31.2,33.3,53.3,D,0,81801,63224,15337
48417,TX,Shackelford County,99,37.3,46.8,69.8,37.8,38.9,51.7,C,0,3265,2519,691
55017,WI,Chippewa County,96.9,56.6,66.3,92.9,56.3,60.2,79.7,A,1,64658,50522,11916
48219,TX,Hockley County,99,42.3,52.2,73.4,32.5,35.1,53.1,D,0,23021,17109,3453
28079,MS,Leake County,98.1,48.1,58.6,78.3,33.8,36.3,58.7,D,0,22786,16984,3810
53045,WA,Mason County,96,60.5,69.4,84.5,48.4,51.3,72.9,C,0,66768,53764,15548
01007,AL,Bibb County,92.4,34.5,40.7,61.5,33.8,35.5,59.3,C,1,22394,17837,3733
12049,FL,Hardee County,98.6,42.4,53.2,73.2,27.6,28.9,46.5,D,0,26937,20079,4695
22099,LA,St. Martin Parish,96.8,40,48.5,69.4,37.4,39.9,67.2,D,1,53431,40686,8400
40087,OK,McClain County,93.8,47.6,58.9,81.8,37.4,39.7,60.9,A,1,40474,30150,6367
28101,MS,Newton County,98.1,52.9,66,95,34.7,36.4,56.4,D,0,21018,15708,3585
37139,NC,Pasquotank County,96.9,53.7,64.4,94.4,26.0,27.4,39.1,D,0,39824,31068,6841
27099,MN,Mower County,94.6,61.8,72.8,89.4,55.6,60.7,82.1,C,0,40062,30015,7419
48445,TX,Terry County,99,41.7,53.2,72.1,35.7,38.3,57.6,D,0,12337,8979,1858
39039,OH,Defiance County,98.6,48.8,58.9,85.2,51.1,53.9,71.2,A,0,38087,29447,7320
28107,MS,Panola County,98.1,47.3,58,84.3,34.0,36.4,56.7,D,0,34192,25773,5584
42077,PA,Lehigh County,94.7,72,83.4,95,45.4,48.8,69.3,C,1,369318,286192,63184
51107,VA,Loudoun County,79.3,72.3,81.4,88.6,41.8,47.0,59.5,A,1,413538,298272,40150
48399,TX,Runnels County,99,44.3,54.6,77.8,36.5,38.2,57.3,C,0,10264,7885,2153
31101,NE,Keith County,90.6,37.5,44.1,53.7,58.9,62.7,85.5,A,0,8034,6386,2177
46043,SD,Douglas County,96.7,51.6,66.9,90.6,44.4,45.7,61.5,A,0,2921,2160,702
47055,TN,Giles County,97.8,39,47.3,71.2,41.6,43.0,60.1,C,0,29464,23330,6051
49013,UT,Duchesne County,97.6,44.5,59.8,89.3,35.8,39.1,59.7,B,0,19938,13274,2481
48187,TX,Guadalupe County,99,54.7,64.4,81.8,35.6,39.0,59.3,B,1,166847,125578,23614
39167,OH,Washington County,98.6,55.1,63.8,82.7,45.3,48.0,66.1,B,0,59911,48083,12942
13049,GA,Charlton County,89.6,25.1,29.3,55.2,29.9,31.2,46.6,D,0,13392,10935,2112
01113,AL,Russell County,92.4,40.5,47.9,70.9,29.5,32.3,53.2,D,1,57961,43974,8589
13039,GA,Camden County,89.6,56,68.7,84.4,23.3,24.6,49.3,C,0,54666,41483,7776
13287,GA,Turner County,89.6,49.3,60.9,74.4,29.6,31.4,46.6,D,0,7985,6029,1596
